no,userstory,role,capability,objective,informal_normalized_userstory,normalized_dataframe,tokenized_userstory,stopwords_userstory,lemmatized_userstory,string_lemmatized_userstory
11,به عنوان یک مشتری من می‌خواهم بتوانم جزئیات کامل محصول را مشاهده کنم تا بتوانم تصمیم بگیرم که آیا آن محصول مناسب من است یا نه. ,مشتری,بتوانم جزئیات کامل محصول را مشاهده کنم,تصمیم بگیرم که آیا آن محصول مناسب من است یا نه.,به عنوان یک مشتری من می‌خواهم بتوانم جزئیات کامل محصول را مشاهده کنم تا بتوانم تصمیم بگیرم که آیا آن محصول مناسب من است یا نه .,به عنوان یک مشتری من می‌خواهم بتوانم جزئیات کامل محصول را مشاهده کنم تا بتوانم تصمیم بگیرم که آیا آن محصول مناسب من است یا نه.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'بتوانم', 'جزئیات', 'کامل', 'محصول', 'را', 'مشاهده', 'کنم', 'تا', 'بتوانم', 'تصمیم', 'بگیرم', 'که', 'آیا', 'آن', 'محصول', 'مناسب', 'من', 'است', 'یا', 'نه', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'بتوانم', 'جزئیات', 'محصول', 'مشاهده', 'بتوانم', 'تصمیم', 'بگیرم', 'محصول', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'توانست#توان', 'جزئیات', 'محصول', 'مشاهده', 'توانست#توان', 'تصمیم', 'گرفت#گیر', 'محصول', '.']",عنوان مشتری خواست#خواه توانست#توان جزئیات محصول مشاهده توانست#توان تصمیم گرفت#گیر محصول .
12,به عنوان یک مشتری بین‌المللی من می‌خواهم بتوانم ارز قیمت‌ها را تغییر دهم تا بتوانم قیمت‌ها را به ارز مورد نظر خود مشاهده کنم. ,مشتری بین‌المللی,بتوانم ارز قیمت‌ها را تغییر دهم,قیمت‌ها را به ارز مورد نظر خود مشاهده کنم.,به عنوان یک مشتری بین‌المللی من می‌خواهم بتوانم ارز قیمت‌ها را تغییر دهم تا بتوانم قیمت‌ها را به ارز مورد نظر خود مشاهده کنم .,به عنوان یک مشتری بین‌المللی من می‌خواهم بتوانم ارز قیمت‌ها را تغییر دهم تا بتوانم قیمت‌ها را به ارز مورد نظر خود مشاهده کنم.,"['به', 'عنوان', 'یک', 'مشتری', 'بین\u200cالمللی', 'من', 'می\u200cخواهم', 'بتوانم', 'ارز', 'قیمت\u200cها', 'را', 'تغییر', 'دهم', 'تا', 'بتوانم', 'قیمت\u200cها', 'را', 'به', 'ارز', 'مورد', 'نظر', 'خود', 'مشاهده', 'کنم', '.']","['عنوان', 'مشتری', 'بین\u200cالمللی', 'می\u200cخواهم', 'بتوانم', 'ارز', 'قیمت\u200cها', 'دهم', 'بتوانم', 'قیمت\u200cها', 'ارز', 'مشاهده', '.']","['عنوان', 'مشتری', 'بین\u200cالمللی', 'خواست#خواه', 'توانست#توان', 'ارز', 'قیمت', 'دهم', 'توانست#توان', 'قیمت', 'ارز', 'مشاهده', '.']",عنوان مشتری بین‌المللی خواست#خواه توانست#توان ارز قیمت دهم توانست#توان قیمت ارز مشاهده .
13,به عنوان یک مشتری من می‌خواهم بتوانم پس از خرید محصول نظر خود را به راحتی ارسال کنم تا بتوانم تجربیاتم را با دیگران به اشتراک بگذارم و به بهبود خدمات کمک کنم. ,مشتری,بتوانم پس از خرید محصول نظر خود را به راحتی ارسال کنم,تجربیاتم را با دیگران به اشتراک بگذارم و به بهبود خدمات کمک کنم.,به عنوان یک مشتری من می‌خواهم بتوانم پس از خرید محصول نظر خود را به راحتی ارسال کنم تا بتوانم تجربیاتم را با دیگران به اشتراک بگذارم و به بهبود خدمات کمک کنم .,به عنوان یک مشتری من می‌خواهم بتوانم پس از خرید محصول نظر خود را به راحتی ارسال کنم تا بتوانم تجربیاتم را با دیگران به اشتراک بگذارم و به بهبود خدمات کمک کنم.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'بتوانم', 'پس', 'از', 'خرید', 'محصول', 'نظر', 'خود', 'را', 'به', 'راحتی', 'ارسال', 'کنم', 'تا', 'بتوانم', 'تجربیاتم', 'را', 'با', 'دیگران', 'به', 'اشتراک', 'بگذارم', 'و', 'به', 'بهبود', 'خدمات', 'کمک', 'کنم', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'بتوانم', 'خرید', 'محصول', 'راحتی', 'ارسال', 'بتوانم', 'تجربیاتم', 'اشتراک', 'بگذارم', 'بهبود', 'خدمات', 'کمک', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'توانست#توان', 'خرید', 'محصول', 'راحتی', 'ارسال', 'توانست#توان', 'تجربیاتم', 'اشتراک', 'گذارد#گذار', 'بهبود', 'خدمات', 'کمک', '.']",عنوان مشتری خواست#خواه توانست#توان خرید محصول راحتی ارسال توانست#توان تجربیاتم اشتراک گذارد#گذار بهبود خدمات کمک .
14,به عنوان یک مشتری من می‌خواهم از گزینه‌های جستجوی پیشرفته برای فیلتر کردن نتایج استفاده کنم تا بتوانم دقیق‌تر محصولات مورد نظر خود را پیدا کنم. ,مشتری,از گزینه‌های جستجوی پیشرفته برای فیلتر کردن نتایج استفاده کنم,دقیق‌تر محصولات مورد نظر خود را پیدا کنم.,به عنوان یک مشتری من می‌خواهم از گزینه‌های جستجوی پیشرفته برای فیلتر کردن نتایج استفاده کنم تا بتوانم دقیق‌تر محصولات مورد نظر خود را پیدا کنم .,به عنوان یک مشتری من می‌خواهم از گزینه‌های جستجوی پیشرفته برای فیلتر کردن نتایج استفاده کنم تا بتوانم دقیق‌تر محصولات مورد نظر خود را پیدا کنم.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'از', 'گزینه\u200cهای', 'جستجوی', 'پیشرفته', 'برای', 'فیلتر', 'کردن', 'نتایج', 'استفاده', 'کنم', 'تا', 'بتوانم', 'دقیق\u200cتر', 'محصولات', 'مورد', 'نظر', 'خود', 'را', 'پیدا', 'کنم', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'گزینه\u200cهای', 'جستجوی', 'پیشرفته', 'فیلتر', 'نتایج', 'استفاده', 'بتوانم', 'دقیق\u200cتر', 'محصولات', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'گزینه', 'جستجوی', 'پیشرفته', 'فیلتر', 'نتایج', 'استفاده', 'توانست#توان', 'دقیق', 'محصولات', '.']",عنوان مشتری خواست#خواه گزینه جستجوی پیشرفته فیلتر نتایج استفاده توانست#توان دقیق محصولات .
15,به عنوان یک مشتری من می‌خواهم سایز محصول را قبل از خرید به سرعت و بدون پیچیدگی انتخاب کنم تا بتوانم از خرید اشتباه سایز جلوگیری کنم,مشتری,سایز محصول را قبل از خرید به سرعت و بدون پیچیدگی انتخاب کنم,از خرید اشتباه سایز جلوگیری کنم,به عنوان یک مشتری من می‌خواهم سایز محصول را قبل از خرید به سرعت و بدون پیچیدگی انتخاب کنم تا بتوانم از خرید اشتباه سایز جلوگیری کنم,به عنوان یک مشتری من می‌خواهم سایز محصول را قبل از خرید به سرعت و بدون پیچیدگی انتخاب کنم تا بتوانم از خرید اشتباه سایز جلوگیری کنم,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'سایز', 'محصول', 'را', 'قبل', 'از', 'خرید', 'به', 'سرعت', 'و', 'بدون', 'پیچیدگی', 'انتخاب', 'کنم', 'تا', 'بتوانم', 'از', 'خرید', 'اشتباه', 'سایز', 'جلوگیری', 'کنم']","['عنوان', 'مشتری', 'می\u200cخواهم', 'سایز', 'محصول', 'خرید', 'سرعت', 'پیچیدگی', 'انتخاب', 'بتوانم', 'خرید', 'اشتباه', 'سایز', 'جلوگیری']","['عنوان', 'مشتری', 'خواست#خواه', 'سایز', 'محصول', 'خرید', 'سرعت', 'پیچیدگی', 'انتخاب', 'توانست#توان', 'خرید', 'اشتباه', 'سایز', 'جلوگیری']",عنوان مشتری خواست#خواه سایز محصول خرید سرعت پیچیدگی انتخاب توانست#توان خرید اشتباه سایز جلوگیری
16,به عنوان یک مشتری من می‌خواهم بتوانم به سرعت راهنمای استفاده از محصول را مطالعه کنم تا بتوانم از محصول به درستی استفاده کنم. ,مشتری,بتوانم به سرعت راهنمای استفاده از محصول را مطالعه کنم,از محصول به درستی استفاده کنم.,به عنوان یک مشتری من می‌خواهم بتوانم به سرعت راهنمای استفاده از محصول را مطالعه کنم تا بتوانم از محصول به درستی استفاده کنم .,به عنوان یک مشتری من می‌خواهم بتوانم به سرعت راهنمای استفاده از محصول را مطالعه کنم تا بتوانم از محصول به درستی استفاده کنم.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'بتوانم', 'به', 'سرعت', 'راهنمای', 'استفاده', 'از', 'محصول', 'را', 'مطالعه', 'کنم', 'تا', 'بتوانم', 'از', 'محصول', 'به', 'درستی', 'استفاده', 'کنم', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'بتوانم', 'سرعت', 'راهنمای', 'استفاده', 'محصول', 'مطالعه', 'بتوانم', 'محصول', 'درستی', 'استفاده', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'توانست#توان', 'سرعت', 'راهنمای', 'استفاده', 'محصول', 'مطالعه', 'توانست#توان', 'محصول', 'درستی', 'استفاده', '.']",عنوان مشتری خواست#خواه توانست#توان سرعت راهنمای استفاده محصول مطالعه توانست#توان محصول درستی استفاده .
17,به عنوان یک مشتری من می‌خواهم اعلان‌هایی درباره وضعیت سفارشات دریافت کنم تا بتوانم از وضعیت سفارش خود آگاه شوم. ,مشتری,اعلان‌هایی درباره وضعیت سفارشات دریافت کنم,از وضعیت سفارش خود آگاه شوم.,به عنوان یک مشتری من می‌خواهم اعلان‌هایی درباره وضعیت سفارشات دریافت کنم تا بتوانم از وضعیت سفارش خود آگاه شوم .,به عنوان یک مشتری من می‌خواهم اعلان‌هایی درباره وضعیت سفارشات دریافت کنم تا بتوانم از وضعیت سفارش خود آگاه شوم.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'اعلان\u200cهایی', 'درباره', 'وضعیت', 'سفارشات', 'دریافت', 'کنم', 'تا', 'بتوانم', 'از', 'وضعیت', 'سفارش', 'خود', 'آگاه', 'شوم', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'اعلان\u200cهایی', 'وضعیت', 'سفارشات', 'دریافت', 'بتوانم', 'وضعیت', 'سفارش', 'آگاه', 'شوم', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'اعلان', 'وضعیت', 'سفار', 'دریافت', 'توانست#توان', 'وضعیت', 'سفارش', 'آگاه', 'شوم', '.']",عنوان مشتری خواست#خواه اعلان وضعیت سفار دریافت توانست#توان وضعیت سفارش آگاه شوم .
18,به عنوان یک کاربر من می‌خواهم نتایج جستجوی خود را بر اساس قیمت، تاریخ اضافه شدن یا امتیاز مرتب کنم تا بتوانم محصول مناسب‌تری پیدا کنم. ,کاربر,نتایج جستجوی خود را بر اساس قیمت، تاریخ اضافه شدن یا امتیاز مرتب کنم,محصول مناسب‌تری پیدا کنم.,به عنوان یک کاربر من می‌خواهم نتایج جستجوی خود را بر اساس قیمت ، تاریخ اضافه شودن یا امتیاز مرتب کنم تا بتوانم محصول مناسب‌تری پیدا کنم .,به عنوان یک کاربر من می‌خواهم نتایج جستجوی خود را بر اساس قیمت، تاریخ اضافه شودن یا امتیاز مرتب کنم تا بتوانم محصول مناسب‌تری پیدا کنم.,"['به', 'عنوان', 'یک', 'کاربر', 'من', 'می\u200cخواهم', 'نتایج', 'جستجوی', 'خود', 'را', 'بر', 'اساس', 'قیمت', '،', 'تاریخ', 'اضافه', 'شودن', 'یا', 'امتیاز', 'مرتب', 'کنم', 'تا', 'بتوانم', 'محصول', 'مناسب\u200cتری', 'پیدا', 'کنم', '.']","['عنوان', 'کاربر', 'می\u200cخواهم', 'نتایج', 'جستجوی', 'اساس', 'قیمت', '،', 'تاریخ', 'اضافه', 'شودن', 'امتیاز', 'مرتب', 'بتوانم', 'محصول', 'مناسب\u200cتری', '.']","['عنوان', 'کاربر', 'خواست#خواه', 'نتایج', 'جستجوی', 'اساس', 'قیمت', '،', 'تاریخ', 'اضافه', 'شودن', 'امتیاز', 'مرتب', 'توانست#توان', 'محصول', 'مناسب\u200cتری', '.']",عنوان کاربر خواست#خواه نتایج جستجوی اساس قیمت ، تاریخ اضافه شودن امتیاز مرتب توانست#توان محصول مناسب‌تری .
20,به عنوان یک مشتری من می‌خواهم هنگام خرید، کد تخفیف خود را وارد کنم تا بتوانم خرید خود را با تخفیف ویژه انجام دهم. ,مشتری,هنگام خرید، کد تخفیف خود را وارد کنم,خرید خود را با تخفیف ویژه انجام دهم.,به عنوان یک مشتری من می‌خواهم هنگام خرید ، کد تخفیف خود را وارد کنم تا بتوانم خرید خود را با تخفیف ویژه انجام دهم .,به عنوان یک مشتری من می‌خواهم هنگام خرید، کد تخفیف خود را وارد کنم تا بتوانم خرید خود را با تخفیف ویژه انجام دهم.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'هنگام', 'خرید', '،', 'کد', 'تخفیف', 'خود', 'را', 'وارد', 'کنم', 'تا', 'بتوانم', 'خرید', 'خود', 'را', 'با', 'تخفیف', 'ویژه', 'انجام', 'دهم', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'خرید', '،', 'کد', 'تخفیف', 'بتوانم', 'خرید', 'تخفیف', 'انجام', 'دهم', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'خرید', '،', 'کد', 'تخفیف', 'توانست#توان', 'خرید', 'تخفیف', 'انجام', 'دهم', '.']",عنوان مشتری خواست#خواه خرید ، کد تخفیف توانست#توان خرید تخفیف انجام دهم .
21,به عنوان یک مشتری من می‌خواهم بتوانم موجودی سبد خرید خود را در هر زمان مشاهده کنم تا بتوانم بررسی کنم که آیا تمام محصولات مورد نظر من در سبد خرید هستند. ,مشتری,بتوانم موجودی سبد خرید خود را در هر زمان مشاهده کنم,بررسی کنم که آیا تمام محصولات مورد نظر من در سبد خرید هستند.,به عنوان یک مشتری من می‌خواهم بتوانم موجودی سبد خرید خود را در هر زمان مشاهده کنم تا بتوانم بررسی کنم که آیا تمام محصولات مورد نظر من در سبد خرید هستند .,به عنوان یک مشتری من می‌خواهم بتوانم موجودی سبد خرید خود را در هر زمان مشاهده کنم تا بتوانم بررسی کنم که آیا تمام محصولات مورد نظر من در سبد خرید هستند.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'بتوانم', 'موجودی', 'سبد', 'خرید', 'خود', 'را', 'در', 'هر', 'زمان', 'مشاهده', 'کنم', 'تا', 'بتوانم', 'بررسی', 'کنم', 'که', 'آیا', 'تمام', 'محصولات', 'مورد', 'نظر', 'من', 'در', 'سبد', 'خرید', 'هستند', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'بتوانم', 'موجودی', 'سبد', 'خرید', 'زمان', 'مشاهده', 'بتوانم', 'بررسی', 'محصولات', 'سبد', 'خرید', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'توانست#توان', 'موجودی', 'سبد', 'خرید', 'زمان', 'مشاهده', 'توانست#توان', 'بررسی', 'محصولات', 'سبد', 'خرید', '.']",عنوان مشتری خواست#خواه توانست#توان موجودی سبد خرید زمان مشاهده توانست#توان بررسی محصولات سبد خرید .
22,به عنوان یک مشتری من می‌خواهم فاکتور خرید خود را مشاهده کنم تا بتوانم جزئیات تراکنش و خریدهای انجام شده را بررسی کنم. ,مشتری,فاکتور خرید خود را مشاهده کنم,جزئیات تراکنش و خریدهای انجام شده را بررسی کنم.,به عنوان یک مشتری من می‌خواهم فاکتور خرید خود را مشاهده کنم تا بتوانم جزئیات تراکنش و خریدهای انجام شده را بررسی کنم .,به عنوان یک مشتری من می‌خواهم فاکتور خرید خود را مشاهده کنم تا بتوانم جزئیات تراکنش و خریدهای انجام‌شده را بررسی کنم.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'فاکتور', 'خرید', 'خود', 'را', 'مشاهده', 'کنم', 'تا', 'بتوانم', 'جزئیات', 'تراکنش', 'و', 'خریدهای', 'انجام\u200cشده', 'را', 'بررسی', 'کنم', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'فاکتور', 'خرید', 'مشاهده', 'بتوانم', 'جزئیات', 'تراکنش', 'خریدهای', 'انجام\u200cشده', 'بررسی', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'فاکتور', 'خرید', 'مشاهده', 'توانست#توان', 'جزئیات', 'تراکنش', 'خرید', 'انجام\u200cشده', 'بررسی', '.']",عنوان مشتری خواست#خواه فاکتور خرید مشاهده توانست#توان جزئیات تراکنش خرید انجام‌شده بررسی .
23,به عنوان یک مشتری من می‌خواهم روش ارسال مورد نظر خود را انتخاب کنم تا بتوانم کالا را در زمان دلخواه دریافت کنم. ,مشتری,روش ارسال مورد نظر خود را انتخاب کنم,کالا را در زمان دلخواه دریافت کنم.,به عنوان یک مشتری من می‌خواهم روش ارسال مورد نظر خود را انتخاب کنم تا بتوانم کالا را در زمان دلخواه دریافت کنم .,به عنوان یک مشتری من می‌خواهم روش ارسال مورد نظر خود را انتخاب کنم تا بتوانم کالا را در زمان دلخواه دریافت کنم.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'روش', 'ارسال', 'مورد', 'نظر', 'خود', 'را', 'انتخاب', 'کنم', 'تا', 'بتوانم', 'کالا', 'را', 'در', 'زمان', 'دلخواه', 'دریافت', 'کنم', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'ارسال', 'انتخاب', 'بتوانم', 'کالا', 'زمان', 'دلخواه', 'دریافت', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'ارسال', 'انتخاب', 'توانست#توان', 'کالا', 'زمان', 'دلخواه', 'دریافت', '.']",عنوان مشتری خواست#خواه ارسال انتخاب توانست#توان کالا زمان دلخواه دریافت .
24,به عنوان یک مشتری من می‌خواهم بتوانم شرایط و قوانین سایت را به سرعت و بدون پیچیدگی مشاهده کنم تا بتوانم به راحتی از حقوق و وظایف خود در هنگام خرید آگاه شوم,مشتری,بتوانم شرایط و قوانین سایت را به سرعت و بدون پیچیدگی مشاهده کنم,به راحتی از حقوق و وظایف خود در هنگام خرید آگاه شوم,به عنوان یک مشتری من می‌خواهم بتوانم شرایط و قوانین سایت را به سرعت و بدون پیچیدگی مشاهده کنم تا بتوانم به راحتی از حقوق و وظایف خود در هنگام خرید آگاه شوم,به عنوان یک مشتری من می‌خواهم بتوانم شرایط و قوانین سایت را به سرعت و بدون پیچیدگی مشاهده کنم تا بتوانم به راحتی از حقوق و وظایف خود در هنگام خرید آگاه شوم,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'بتوانم', 'شرایط', 'و', 'قوانین', 'سایت', 'را', 'به', 'سرعت', 'و', 'بدون', 'پیچیدگی', 'مشاهده', 'کنم', 'تا', 'بتوانم', 'به', 'راحتی', 'از', 'حقوق', 'و', 'وظایف', 'خود', 'در', 'هنگام', 'خرید', 'آگاه', 'شوم']","['عنوان', 'مشتری', 'می\u200cخواهم', 'بتوانم', 'شرایط', 'قوانین', 'سایت', 'سرعت', 'پیچیدگی', 'مشاهده', 'بتوانم', 'راحتی', 'حقوق', 'وظایف', 'خرید', 'آگاه', 'شوم']","['عنوان', 'مشتری', 'خواست#خواه', 'توانست#توان', 'شرایط', 'قوانین', 'سایت', 'سرعت', 'پیچیدگی', 'مشاهده', 'توانست#توان', 'راحتی', 'حقوق', 'وظایف', 'خرید', 'آگاه', 'شوم']",عنوان مشتری خواست#خواه توانست#توان شرایط قوانین سایت سرعت پیچیدگی مشاهده توانست#توان راحتی حقوق وظایف خرید آگاه شوم
25,به عنوان یک مشتری من می‌خواهم بتوانم محصولات را به فهرست علاقه‌مندی‌ها اضافه کنم تا بتوانم در آینده به راحتی به آن‌ها دسترسی داشته باشم. ,مشتری,بتوانم محصولات را به فهرست علاقه‌مندی‌ها اضافه کنم,در آینده به راحتی به آن‌ها دسترسی داشته باشم.,به عنوان یک مشتری من می‌خواهم بتوانم محصولات را به فهرست علاقه‌مندی‌ها اضافه کنم تا بتوانم در آینده به راحتی به آن‌ها دسترسی داشته_باشم .,به عنوان یک مشتری من می‌خواهم بتوانم محصولات را به فهرست علاقه‌مندی‌ها اضافه کنم تا بتوانم در آینده به راحتی به آن‌ها دسترسی داشته_باشم.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'بتوانم', 'محصولات', 'را', 'به', 'فهرست', 'علاقه\u200cمندی\u200cها', 'اضافه', 'کنم', 'تا', 'بتوانم', 'در', 'آینده', 'به', 'راحتی', 'به', 'آن\u200cها', 'دسترسی', 'داشته_باشم', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'بتوانم', 'محصولات', 'فهرست', 'علاقه\u200cمندی\u200cها', 'اضافه', 'بتوانم', 'آینده', 'راحتی', 'آن\u200cها', 'دسترسی', 'داشته_باشم', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'توانست#توان', 'محصولات', 'فهرست', 'علاقه\u200cمندی', 'اضافه', 'توانست#توان', 'آینده', 'راحتی', 'آن', 'دسترسی', 'داشت#دار', '.']",عنوان مشتری خواست#خواه توانست#توان محصولات فهرست علاقه‌مندی اضافه توانست#توان آینده راحتی آن دسترسی داشت#دار .
26,به عنوان یک مشتری من می‌خواهم هشدار دریافت کنم زمانی که قیمت محصولی کاهش یابد تا بتوانم آن را در زمانی که تخفیف دارد خریداری کنم. ,مشتری,هشدار دریافت کنم زمانی که قیمت محصولی کاهش یابد,آن را در زمانی که تخفیف دارد خریداری کنم.,به عنوان یک مشتری من می‌خواهم هشدار دریافت کنم زمانی که قیمت محصولی کاهش یابد تا بتوانم آن را در زمانی که تخفیف دارد خریداری کنم .,به عنوان یک مشتری من می‌خواهم هشدار دریافت کنم زمانی که قیمت محصولی کاهش یابد تا بتوانم آن را در زمانی که تخفیف دارد خریداری کنم.,"['به', 'عنوان', 'یک', 'مشتری', 'من', 'می\u200cخواهم', 'هشدار', 'دریافت', 'کنم', 'زمانی', 'که', 'قیمت', 'محصولی', 'کاهش', 'یابد', 'تا', 'بتوانم', 'آن', 'را', 'در', 'زمانی', 'که', 'تخفیف', 'دارد', 'خریداری', 'کنم', '.']","['عنوان', 'مشتری', 'می\u200cخواهم', 'هشدار', 'دریافت', 'زمانی', 'قیمت', 'محصولی', 'کاهش', 'بتوانم', 'زمانی', 'تخفیف', 'خریداری', '.']","['عنوان', 'مشتری', 'خواست#خواه', 'هشدار', 'دریافت', 'زمانی', 'قیمت', 'محصولی', 'کاهش', 'توانست#توان', 'زمانی', 'تخفیف', 'خریداری', '.']",عنوان مشتری خواست#خواه هشدار دریافت زمانی قیمت محصولی کاهش توانست#توان زمانی تخفیف خریداری .
